species	group
mobiluncus_curtisii_subsp_curtisii_atcc_35241_gca_000146285	nonvertebrates
mobiluncus_holmesii_atcc_35242_gca_000185445	nonvertebrates
mobiluncus_mulieris_28_1_gca_000176775	nonvertebrates
mobiluncus_mulieris_atcc_35239_gca_000146895	nonvertebrates
mobiluncus_mulieris_fb024_16_gca_000148485	nonvertebrates
mobiluncus_mulieris_gca_002206485	nonvertebrates
mobiluncus_mulieris_gca_900453215	nonvertebrates
mobiluncus_mulieris_gca_900453275	nonvertebrates
modestobacter_caceresii_gca_000761485	nonvertebrates
modestobacter_marinus_gca_000306785	nonvertebrates
modestobacter_sp_dsm_44400_gca_900107175	nonvertebrates
modestobacter_sp_leaf380_gca_001424485	nonvertebrates
modestobacter_versicolor_gca_003226595	nonvertebrates
moellerella_wisconsensis_atcc_35017_gca_001294465	nonvertebrates
moellerella_wisconsensis_gca_001020485	nonvertebrates
mogibacterium_diversum_gca_002998925	nonvertebrates
mogibacterium_pumilum_gca_002243385	nonvertebrates
mogibacterium_sp_cm50_gca_000293155	nonvertebrates
mogibacterium_timidum_atcc_33093_gca_000525775	nonvertebrates
moheibacter_sediminis_gca_900176425	nonvertebrates
monaibacterium_marinum_gca_900231835	nonvertebrates
mongoliibacter_ruber_gca_003003005	nonvertebrates
monoglobus_pectinilyticus_gca_002874775	nonvertebrates
moorella_glycerini_gca_001373375	nonvertebrates
moorella_humiferrea_gca_002995755	nonvertebrates
moorella_mulderi_dsm_14980_gca_001594015	nonvertebrates
moorella_thermoacetica_atcc_39073_gca_000013105	nonvertebrates
moorella_thermoacetica_gca_001729945	nonvertebrates
moorella_thermoacetica_gca_001874065	nonvertebrates
moorella_thermoacetica_gca_001875285	nonvertebrates
moorella_thermoacetica_gca_001875325	nonvertebrates
moorella_thermoacetica_gca_006228565	nonvertebrates
moorella_thermoacetica_y72_gca_000576385	nonvertebrates
moorena_bouillonii_png_gca_001942495	nonvertebrates
moorena_producens_3l_gca_000211815	nonvertebrates
moorena_producens_jhb_gca_001854205	nonvertebrates
moorena_producens_pal_8_15_08_1_gca_001767235	nonvertebrates
moraxella_atlantae_gca_001678995	nonvertebrates
moraxella_atlantae_gca_001679065	nonvertebrates
moraxella_atlantae_gca_900453305	nonvertebrates
moraxella_bovis_gca_003287015	nonvertebrates
moraxella_bovis_gca_900453265	nonvertebrates
moraxella_bovoculi_237_gca_000696305	nonvertebrates
moraxella_bovoculi_gca_000988685	nonvertebrates
moraxella_bovoculi_gca_000988745	nonvertebrates
moraxella_canis_gca_002014965	nonvertebrates
moraxella_caprae_gca_900453285	nonvertebrates
moraxella_catarrhalis_bbh18_gca_000092265	nonvertebrates
moraxella_catarrhalis_gca_001656095	nonvertebrates
moraxella_catarrhalis_gca_001656125	nonvertebrates
moraxella_catarrhalis_gca_001656295	nonvertebrates
moraxella_catarrhalis_gca_001656355	nonvertebrates
moraxella_catarrhalis_gca_001656385	nonvertebrates
moraxella_catarrhalis_gca_003625925	nonvertebrates
moraxella_catarrhalis_gca_003626005	nonvertebrates
moraxella_catarrhalis_gca_003626155	nonvertebrates
moraxella_catarrhalis_gca_003971325	nonvertebrates
moraxella_caviae_gca_002014985	nonvertebrates
moraxella_caviae_gca_900453175	nonvertebrates
moraxella_cuniculi_dsm_21768_gca_900156515	nonvertebrates
moraxella_cuniculi_gca_900637105	nonvertebrates
moraxella_equi_gca_900453335	nonvertebrates
moraxella_lacunata_gca_001679225	nonvertebrates
moraxella_lacunata_gca_002027545	nonvertebrates
moraxella_lacunata_gca_900453205	nonvertebrates
moraxella_lacunata_gca_900453245	nonvertebrates
moraxella_lincolnii_gca_002014765	nonvertebrates
moraxella_macacae_0408225_gca_000320365	nonvertebrates
moraxella_nonliquefaciens_gca_001679005	nonvertebrates
moraxella_nonliquefaciens_gca_001679155	nonvertebrates
moraxella_osloensis_gca_001679205	nonvertebrates
moraxella_osloensis_gca_001679275	nonvertebrates
moraxella_osloensis_gca_002276465	nonvertebrates
moraxella_osloensis_gca_002355615	nonvertebrates
moraxella_osloensis_gca_002752795	nonvertebrates
moraxella_osloensis_gca_002753715	nonvertebrates
moraxella_osloensis_gca_002786455	nonvertebrates
moraxella_osloensis_gca_002863315	nonvertebrates
moraxella_osloensis_gca_005518075	nonvertebrates
moraxella_osloensis_gca_900453115	nonvertebrates
moraxella_ovis_gca_900453105	nonvertebrates
moraxella_pluranimalium_gca_002014825	nonvertebrates
moraxella_porci_dsm_25326_gca_002014855	nonvertebrates
moraxella_sp__gca_003640525	nonvertebrates
moraxella_sp_hmsc061h09_gca_001809255	nonvertebrates
moraxella_sp_rcad0137_gca_002894025	nonvertebrates
moraxellaceae_bacterium_gca_002402125	nonvertebrates
moraxellaceae_bacterium_gca_004173455	nonvertebrates
moraxellaceae_bacterium_gca_004193265	nonvertebrates
morganella_morganii_gca_000770295	nonvertebrates
morganella_morganii_gca_002588265	nonvertebrates
morganella_morganii_gca_003034205	nonvertebrates
morganella_morganii_gca_003071325	nonvertebrates
morganella_morganii_gca_003931985	nonvertebrates
morganella_morganii_gca_003996855	nonvertebrates
morganella_morganii_gca_900142745	nonvertebrates
morganella_morganii_gca_900453145	nonvertebrates
morganella_morganii_gca_900635025	nonvertebrates
morganella_morganii_sc01_gca_000307755	nonvertebrates
morganella_morganii_subsp_morganii_gca_002185325	nonvertebrates
morganella_morganii_subsp_morganii_gca_006094455	nonvertebrates
morganella_morganii_subsp_morganii_kt_gca_000286435	nonvertebrates
morganella_psychrotolerans_gca_001676055	nonvertebrates
morganella_psychrotolerans_gca_001676155	nonvertebrates
morganella_psychrotolerans_gca_001676225	nonvertebrates
morganella_sp_in_bacteria__gca_003535595	nonvertebrates
moritella_sp_jt01_gca_001574435	nonvertebrates
moritella_sp_urea_trap_13_gca_002836355	nonvertebrates
moritella_viscosa_gca_000953735	nonvertebrates
moritella_viscosa_gca_900120035	nonvertebrates
moritella_yayanosii_gca_900465055	nonvertebrates
morococcus_cerebrosus_gca_000813705	nonvertebrates
motilibacter_peucedani_gca_003634695	nonvertebrates
motilibacter_rhizosphaerae_gca_004216915	nonvertebrates
motilimonas_pumila_gca_003596335	nonvertebrates
motiliproteus_coralliicola_gca_003345655	nonvertebrates
motiliproteus_sp_msk22_1_gca_001968815	nonvertebrates
mucilaginibacter_auburnensis_gca_002797815	nonvertebrates
mucilaginibacter_celer_gca_003576455	nonvertebrates
mucilaginibacter_conchicola_gca_003432115	nonvertebrates
mucilaginibacter_gilvus_gca_004054195	nonvertebrates
mucilaginibacter_gossypii_gca_900100945	nonvertebrates
mucilaginibacter_gossypiicola_gca_900110105	nonvertebrates
mucilaginibacter_gracilis_gca_003633615	nonvertebrates
mucilaginibacter_hurinus_gca_003324525	nonvertebrates
mucilaginibacter_kameinonensis_gca_003286435	nonvertebrates
mucilaginibacter_lappiensis_gca_900155965	nonvertebrates
mucilaginibacter_limnophilus_gca_004005815	nonvertebrates
mucilaginibacter_mallensis_gca_900105165	nonvertebrates
mucilaginibacter_oryzae_gca_003148845	nonvertebrates
mucilaginibacter_paludis_dsm_18603_gca_000166195	nonvertebrates
mucilaginibacter_pedocola_gca_002013915	nonvertebrates
mucilaginibacter_pineti_gca_900101875	nonvertebrates
mucilaginibacter_polytrichastri_gca_001911425	nonvertebrates
mucilaginibacter_rubeus_gca_003286415	nonvertebrates
mucilaginibacter_rubeus_gca_003286445	nonvertebrates
mucilaginibacter_sp_44_25_gca_001898335	nonvertebrates
mucilaginibacter_sp_94_gca_003635105	nonvertebrates
mucilaginibacter_sp__gca_002869475	nonvertebrates
mucilaginibacter_sp_md40_gca_002288635	nonvertebrates
mucilaginibacter_sp_nfr10_gca_900100445	nonvertebrates
mucilaginibacter_sp_ok098_gca_900142915	nonvertebrates
mucilaginibacter_sp_ok268_gca_900103125	nonvertebrates
mucilaginibacter_sp_ok283_gca_900110415	nonvertebrates
mucilaginibacter_sp_ov119_gca_003208075	nonvertebrates
mucilaginibacter_sp_pamc_26640_gca_001596135	nonvertebrates
mucilaginibacter_sp_ppcgb_2223_gca_001705515	nonvertebrates
mucilaginibacter_sp_yr332_gca_003664165	nonvertebrates
mucilaginibacter_terrenus_gca_003432065	nonvertebrates
mucilaginibacter_terrigena_gca_004168255	nonvertebrates
mucilaginibacter_xinganensis_gca_002257585	nonvertebrates
mucilaginibacter_yixingensis_gca_003050755	nonvertebrates
mucinivorans_hirudinis_gca_000723505	nonvertebrates
mucispirillum_schaedleri_asf457_gca_000487995	nonvertebrates
mumia_flava_gca_002797495	nonvertebrates
mumia_zhuanghuii_gca_006151975	nonvertebrates
muribacter_muris_gca_001038205	nonvertebrates
muribaculaceae_bacterium_gca_004801635	nonvertebrates
muribaculaceae_bacterium_gca_004801705	nonvertebrates
muribaculaceae_bacterium_isolate_001_nci__gca_004102775	nonvertebrates
muribaculaceae_bacterium_isolate_002_nci__gca_004102805	nonvertebrates
muribaculaceae_bacterium_isolate_004_nci__gca_004102765	nonvertebrates
muribaculaceae_bacterium_isolate_007_nci__gca_004102905	nonvertebrates
muribaculaceae_bacterium_isolate_013_nci__gca_004102785	nonvertebrates
muribaculaceae_bacterium_isolate_036_harlan__gca_003833075	nonvertebrates
muribaculaceae_bacterium_isolate_037_harlan__gca_003762615	nonvertebrates
muribaculaceae_bacterium_isolate_039_harlan__gca_003833175	nonvertebrates
muribaculaceae_bacterium_isolate_042_harlan__gca_003762605	nonvertebrates
muribaculaceae_bacterium_isolate_043_harlan__gca_003762635	nonvertebrates
muribaculaceae_bacterium_isolate_077_janvier__gca_003762805	nonvertebrates
muribaculaceae_bacterium_isolate_080_janvier__gca_003762785	nonvertebrates
muribaculaceae_bacterium_isolate_102_hzi__gca_003762665	nonvertebrates
muribaculaceae_bacterium_isolate_104_hzi__gca_003762715	nonvertebrates
muribaculaceae_bacterium_isolate_105_hzi__gca_003762745	nonvertebrates
muribaculaceae_bacterium_isolate_110_hzi__gca_003762875	nonvertebrates
muribaculaceae_bacterium_isolate_114_hzi__gca_003833095	nonvertebrates
muribaculum_gordoncarteri_gca_004803695	nonvertebrates
muribaculum_intestinale_gca_001688845	nonvertebrates
muribaculum_intestinale_gca_004792675	nonvertebrates
muribaculum_intestinale_gca_004793655	nonvertebrates
muribaculum_sp_an287_gca_002159585	nonvertebrates
muribaculum_sp_nm65_b17_gca_004793735	nonvertebrates
muricauda_aequoris_gca_003584165	nonvertebrates
muricauda_alvinocaridis_gca_004916895	nonvertebrates
muricauda_antarctica_gca_900142405	nonvertebrates
muricauda_aurantiaca_gca_003269425	nonvertebrates
muricauda_eckloniae_gca_001413955	nonvertebrates
muricauda_flava_gca_900129665	nonvertebrates
muricauda_hymeniacidonis_gca_004296335	nonvertebrates
muricauda_koreensis_gca_003149745	nonvertebrates
muricauda_lutaonensis_gca_000963865	nonvertebrates
muricauda_lutimaris_gca_003581615	nonvertebrates
muricauda_maritima_gca_003584135	nonvertebrates
muricauda_nanhaiensis_gca_003382275	nonvertebrates
muricauda_olearia_gca_004150225	nonvertebrates
muricauda_pacifica_gca_003001695	nonvertebrates
muricauda_parva_gca_900215465	nonvertebrates
muricauda_ruestringensis_dsm_13258_gca_000224085	nonvertebrates
muricauda_sp__gca_002696215	nonvertebrates
muricauda_sp__gca_002699205	nonvertebrates
muricauda_sp__gca_002711455	nonvertebrates
muricauda_sp__gca_003712125	nonvertebrates
muricauda_sp_arw7g5w_gca_003385855	nonvertebrates
muricauda_sp_es_050_gca_002813125	nonvertebrates
muricauda_sp_tmed12_gca_002167435	nonvertebrates
muricauda_taeanensis_gca_003584105	nonvertebrates
muricauda_zhangzhouensis_gca_900106825	nonvertebrates
muricomes_intestini_gca_004346165	nonvertebrates
muriicola_soli_gca_004139715	nonvertebrates
murimonas_intestini_gca_003148945	nonvertebrates
murinocardiopsis_flavida_gca_003014485	nonvertebrates
musicola_paradisiaca_ech703_gca_000023545	nonvertebrates
myceligenerans_xiligouense_gca_003814695	nonvertebrates
mycetocola_lacteus_gca_003667575	nonvertebrates
mycetocola_manganoxydans_gca_003667545	nonvertebrates
mycetocola_miduiensis_gca_900115155	nonvertebrates
mycetocola_reblochoni_gca_003667525	nonvertebrates
mycetocola_reblochoni_reb411_gca_900163835	nonvertebrates
mycetocola_tolaasinivorans_gca_003667565	nonvertebrates
mycetocola_zhadangensis_gca_003668565	nonvertebrates
mycetocola_zhujimingii_gca_003113395	nonvertebrates
mycetohabitans_endofungorum_gca_002927045	nonvertebrates
mycetohabitans_rhizoxinica_hki_454_gca_000198775	nonvertebrates
mycoavidus_cysteinexigens_gca_003966915	nonvertebrates
mycobacteriaceae_bacterium_1482268_1_gca_001665255	nonvertebrates
mycobacterium_ahvazicum_gca_900176255	nonvertebrates
mycobacterium_alsense_gca_001672935	nonvertebrates
mycobacterium_alsense_gca_002086635	nonvertebrates
mycobacterium_angelicum_gca_002086155	nonvertebrates
mycobacterium_aquaticum_gca_002086485	nonvertebrates
mycobacterium_aromaticivorans_js19b1_jcm_16368_gca_000559085	nonvertebrates
mycobacterium_arosiense_atcc_baa_1401_dsm_45069_gca_002086125	nonvertebrates
mycobacterium_arupense_gca_000970885	nonvertebrates
mycobacterium_asiaticum_gca_001668675	nonvertebrates
mycobacterium_asiaticum_gca_001669345	nonvertebrates
mycobacterium_asiaticum_gca_001673315	nonvertebrates
mycobacterium_asiaticum_gca_001673345	nonvertebrates
mycobacterium_asiaticum_gca_001673365	nonvertebrates
mycobacterium_attenuatum_gca_900566065	nonvertebrates
mycobacterium_avium_05_4293_gca_000504745	nonvertebrates
mycobacterium_avium_104_gca_000014985	nonvertebrates
mycobacterium_avium_10_5560_gca_000512435	nonvertebrates
mycobacterium_avium_10_5581_gca_000504805	nonvertebrates
mycobacterium_avium_gca_002292545	nonvertebrates
mycobacterium_avium_gca_002292705	nonvertebrates
mycobacterium_avium_subsp_avium_10_9275_gca_000504945	nonvertebrates
mycobacterium_avium_subsp_avium_2285_r__gca_000523675	nonvertebrates
mycobacterium_avium_subsp_hominissuis_10_5606_gca_000504825	nonvertebrates
mycobacterium_avium_subsp_hominissuis_a5_gca_000696715	nonvertebrates
mycobacterium_avium_subsp_hominissuis_gca_002304155	nonvertebrates
mycobacterium_avium_subsp_hominissuis_gca_003408535	nonvertebrates
mycobacterium_avium_subsp_hominissuis_gca_005518035	nonvertebrates
mycobacterium_avium_subsp_hominissuis_th135_gca_000829075	nonvertebrates
mycobacterium_avium_subsp_paratuberculosis_k_10_gca_000007865	nonvertebrates
mycobacterium_avium_subsp_silvaticum_atcc_49884_gca_000504975	nonvertebrates
mycobacterium_avium_xtb13_223_gca_000655755	nonvertebrates
mycobacterium_bohemicum_dsm_44277_gca_001053185	nonvertebrates
mycobacterium_bohemicum_gca_002102025	nonvertebrates
mycobacterium_bouchedurhonense_gca_002086165	nonvertebrates
mycobacterium_bovis_af2122_97_gca_000195835	nonvertebrates
mycobacterium_branderi_gca_002086575	nonvertebrates
mycobacterium_canettii_cipt_140010059_gca_000253375	nonvertebrates
mycobacterium_celatum_gca_002101595	nonvertebrates
mycobacterium_celatum_gca_002742165	nonvertebrates
mycobacterium_colombiense_cect_3035_gca_000222105	nonvertebrates
mycobacterium_colombiense_gca_001665835	nonvertebrates
mycobacterium_colombiense_gca_001667905	nonvertebrates
mycobacterium_colombiense_gca_001672755	nonvertebrates
mycobacterium_colombiense_gca_001673505	nonvertebrates
mycobacterium_colombiense_gca_001954115	nonvertebrates
mycobacterium_colombiense_gca_003284935	nonvertebrates
mycobacterium_colombiense_gca_003284975	nonvertebrates
mycobacterium_conspicuum_gca_002102095	nonvertebrates
mycobacterium_decipiens_gca_002104675	nonvertebrates
mycobacterium_diernhoferi_gca_001907655	nonvertebrates
mycobacterium_diernhoferi_gca_002024975	nonvertebrates
mycobacterium_diernhoferi_gca_002553495	nonvertebrates
mycobacterium_dioxanotrophicus_gca_002157835	nonvertebrates
mycobacterium_doricum_gca_002102115	nonvertebrates
mycobacterium_eburneum_gca_004354905	nonvertebrates
mycobacterium_europaeum_gca_001373515	nonvertebrates
mycobacterium_europaeum_gca_002102155	nonvertebrates
mycobacterium_florentinum_gca_002101635	nonvertebrates
mycobacterium_fragae_gca_002102185	nonvertebrates
mycobacterium_gastri_gca_002102175	nonvertebrates
mycobacterium_gastri_wayne__gca_000521195	nonvertebrates
mycobacterium_goodii_gca_001187505	nonvertebrates
mycobacterium_goodii_gca_002798385	nonvertebrates
mycobacterium_gordonae_gca_001417955	nonvertebrates
mycobacterium_gordonae_gca_001673255	nonvertebrates
mycobacterium_gordonae_gca_001675225	nonvertebrates
mycobacterium_gordonae_gca_002101675	nonvertebrates
mycobacterium_grossiae_gca_001766635	nonvertebrates
mycobacterium_haemophilum_gca_001021405	nonvertebrates
mycobacterium_heckeshornense_gca_001077755	nonvertebrates
mycobacterium_heckeshornense_gca_001881585	nonvertebrates
mycobacterium_heidelbergense_gca_002086215	nonvertebrates
mycobacterium_heraklionense_gca_001021505	nonvertebrates
mycobacterium_heraklionense_gca_001672655	nonvertebrates
mycobacterium_heraklionense_gca_001673105	nonvertebrates
mycobacterium_heraklionense_gca_001673575	nonvertebrates
mycobacterium_heraklionense_gca_001953995	nonvertebrates
mycobacterium_holsaticum_gca_001722355	nonvertebrates
mycobacterium_innocens_gca_900566055	nonvertebrates
mycobacterium_interjectum_gca_002102225	nonvertebrates
mycobacterium_intermedium_gca_001722345	nonvertebrates
mycobacterium_intermedium_gca_002024965	nonvertebrates
mycobacterium_intermedium_gca_002086275	nonvertebrates
mycobacterium_intracellulare_1956_gca_000523815	nonvertebrates
mycobacterium_intracellulare_atcc_13950_gca_000277125	nonvertebrates
mycobacterium_intracellulare_gca_000523595	nonvertebrates
mycobacterium_intracellulare_gca_001667655	nonvertebrates
mycobacterium_intracellulare_gca_002285675	nonvertebrates
mycobacterium_intracellulare_subsp_chimaera_gca_002166795	nonvertebrates
mycobacterium_intracellulare_subsp_chimaera_gca_002219265	nonvertebrates
mycobacterium_intracellulare_subsp_chimaera_gca_002287605	nonvertebrates
mycobacterium_intracellulare_subsp_intracellulare_mtcc_9506_gca_000298095	nonvertebrates
mycobacterium_intracellulare_subsp_yongonense_05_1390_gca_000418535	nonvertebrates
mycobacterium_intracellulare_subsp_yongonense_gca_001686645	nonvertebrates
mycobacterium_kansasii_662_gca_000523615	nonvertebrates
mycobacterium_kansasii_732_gca_000524055	nonvertebrates
mycobacterium_kansasii_824_gca_000524095	nonvertebrates
mycobacterium_kansasii_atcc_12478_gca_000157895	nonvertebrates
mycobacterium_kansasii_gca_001632895	nonvertebrates
mycobacterium_kansasii_gca_001632905	nonvertebrates
mycobacterium_kansasii_gca_002003585	nonvertebrates
mycobacterium_kansasii_gca_002003625	nonvertebrates
mycobacterium_koreense_gca_002104795	nonvertebrates
mycobacterium_kubicae_gca_002101745	nonvertebrates
mycobacterium_kyorinense_gca_001672775	nonvertebrates
mycobacterium_kyorinense_gca_002101735	nonvertebrates
mycobacterium_lacus_gca_002102215	nonvertebrates
mycobacterium_lehmannii_gca_001499925	nonvertebrates
mycobacterium_lentiflavum_gca_001373395	nonvertebrates
mycobacterium_leprae_3125609_gca_001653495	nonvertebrates
mycobacterium_leprae_br4923_gca_000026685	nonvertebrates
mycobacterium_leprae_tn_gca_000195855	nonvertebrates
mycobacterium_lepraemurium_gca_002291465	nonvertebrates
mycobacterium_lepromatosis_gca_000966355	nonvertebrates
mycobacterium_liflandii_128fxt_gca_000026445	nonvertebrates
mycobacterium_malmoense_gca_001686745	nonvertebrates
mycobacterium_malmoense_gca_001870845	nonvertebrates
mycobacterium_malmoense_gca_002086305	nonvertebrates
mycobacterium_mantenii_gca_001667695	nonvertebrates
mycobacterium_mantenii_gca_002086335	nonvertebrates
mycobacterium_marinum_gca_003431665	nonvertebrates
mycobacterium_marinum_gca_003609695	nonvertebrates
mycobacterium_marinum_m_gca_000018345	nonvertebrates
mycobacterium_marseillense_gca_001673235	nonvertebrates
mycobacterium_montefiorense_gca_003112775	nonvertebrates
mycobacterium_nebraskense_gca_002102255	nonvertebrates
mycobacterium_noviomagense_gca_002086415	nonvertebrates
mycobacterium_numidiamassiliense_gca_900157365	nonvertebrates
mycobacterium_palustre_gca_002101785	nonvertebrates
mycobacterium_paraense_gca_002101825	nonvertebrates
mycobacterium_paraffinicum_gca_001907675	nonvertebrates
mycobacterium_paragordonae_gca_003614435	nonvertebrates
mycobacterium_paragordonae_gca_004359015	nonvertebrates
mycobacterium_paraintracellulare_gca_002104735	nonvertebrates
mycobacterium_parascrofulaceum_atcc_baa_614_gca_000164135	nonvertebrates
mycobacterium_paraseoulense_gca_002086475	nonvertebrates
mycobacterium_parmense_gca_002102335	nonvertebrates
mycobacterium_persicum_gca_002086915	nonvertebrates
mycobacterium_persicum_gca_900566015	nonvertebrates
mycobacterium_porcinum_gca_001686675	nonvertebrates
mycobacterium_porcinum_gca_001942045	nonvertebrates
mycobacterium_pseudokansasii_gca_900566075	nonvertebrates
mycobacterium_pseudoshottsii_jcm_15466_gca_001515365	nonvertebrates
mycobacterium_pseudoshottsii_jcm_15466_gca_003584745	nonvertebrates
mycobacterium_rhizamassiliense_gca_900157375	nonvertebrates
mycobacterium_rhodesiae_nbb3_gca_000230895	nonvertebrates
mycobacterium_riyadhense_gca_002101845	nonvertebrates
mycobacterium_rufum_gca_000762985	nonvertebrates
mycobacterium_saskatchewanense_gca_002101875	nonvertebrates
mycobacterium_scrofulaceum_gca_001672575	nonvertebrates
mycobacterium_scrofulaceum_gca_002086735	nonvertebrates
mycobacterium_senegalense_gca_900454115	nonvertebrates
mycobacterium_sherrisii_gca_001722325	nonvertebrates
mycobacterium_sherrisii_gca_002102355	nonvertebrates
mycobacterium_shigaense_gca_002356315	nonvertebrates
mycobacterium_shigaense_gca_002983495	nonvertebrates
mycobacterium_shimoidei_gca_900417275	nonvertebrates
mycobacterium_shinjukuense_gca_002086755	nonvertebrates
mycobacterium_simiae_gca_002093075	nonvertebrates
mycobacterium_sp_1081908_1_gca_001673535	nonvertebrates
mycobacterium_sp_1100029_7_gca_001665235	nonvertebrates
mycobacterium_sp_1164966_3_gca_001665395	nonvertebrates
mycobacterium_sp_1164985_4_gca_001668575	nonvertebrates
mycobacterium_sp_1165178_9_gca_001673555	nonvertebrates
mycobacterium_sp_1245111_1_gca_001673405	nonvertebrates
mycobacterium_sp_1245801_1_gca_001673055	nonvertebrates
mycobacterium_sp_1245805_9_gca_001672915	nonvertebrates
mycobacterium_sp_1245852_3_gca_001669335	nonvertebrates
mycobacterium_sp_1274756_6_gca_001668625	nonvertebrates
mycobacterium_sp_1274761_0_gca_001668615	nonvertebrates
mycobacterium_sp_1423905_2_gca_001673155	nonvertebrates
mycobacterium_sp_1465703_0_gca_001672975	nonvertebrates
mycobacterium_sp_1482292_6_gca_001672995	nonvertebrates
mycobacterium_sp_1554424_7_gca_001665295	nonvertebrates
mycobacterium_sp_283mftsu_gca_900107555	nonvertebrates
mycobacterium_sp_455mf_gca_900113075	nonvertebrates
mycobacterium_sp_852002_10029_sch5224772_gca_001667315	nonvertebrates
mycobacterium_sp_852002_40037_sch5390672_gca_001665875	nonvertebrates
mycobacterium_sp_852002_50816_sch5313054_b_gca_001667185	nonvertebrates
mycobacterium_sp_852002_51057_sch5723018_gca_001667035	nonvertebrates
mycobacterium_sp_852002_51152_sch6134967_gca_001667105	nonvertebrates
mycobacterium_sp_852002_51163_sch5372311_gca_001667115	nonvertebrates
mycobacterium_sp_852002_51759_sch5129042_gca_001667455	nonvertebrates
mycobacterium_sp_852002_51961_sch5331710_gca_001665535	nonvertebrates
mycobacterium_sp_852002_51971_sch5477799_a_gca_001667145	nonvertebrates
mycobacterium_sp_852013_50091_sch5140682_gca_001665685	nonvertebrates
mycobacterium_sp_852013_51886_sch5428379_gca_001665575	nonvertebrates
mycobacterium_sp_852014_50255_sch5639931_gca_001665605	nonvertebrates
mycobacterium_sp_852014_52144_sch5372336_gca_001665615	nonvertebrates
mycobacterium_sp_852014_52450_sch5900713_gca_001667075	nonvertebrates
mycobacterium_sp__gca_002786135	nonvertebrates
mycobacterium_sp__gca_003987775	nonvertebrates
mycobacterium_sp_acs1612_gca_001667505	nonvertebrates
mycobacterium_sp_acs4054_gca_001667275	nonvertebrates
mycobacterium_sp_acs4331_gca_001667265	nonvertebrates
mycobacterium_sp_at1_gca_002043095	nonvertebrates
mycobacterium_sp_bk086_gca_004362315	nonvertebrates
mycobacterium_sp_bk558_gca_004216875	nonvertebrates
mycobacterium_sp_djl_10_gca_001695755	nonvertebrates
mycobacterium_sp_e1214_gca_001666755	nonvertebrates
mycobacterium_sp_e1319_gca_001667745	nonvertebrates
mycobacterium_sp_e136_gca_001666865	nonvertebrates
mycobacterium_sp_e1386_gca_001672745	nonvertebrates
mycobacterium_sp_e1715_gca_001667625	nonvertebrates
mycobacterium_sp_e1747_gca_001667775	nonvertebrates
mycobacterium_sp_e2327_gca_001672675	nonvertebrates
mycobacterium_sp_e2479_gca_001667925	nonvertebrates
mycobacterium_sp_e2497_gca_001668695	nonvertebrates
mycobacterium_sp_e2733_gca_001667585	nonvertebrates
mycobacterium_sp_e3198_gca_001667015	nonvertebrates
mycobacterium_sp_e3247_gca_001667785	nonvertebrates
mycobacterium_sp_e3251_gca_001666835	nonvertebrates
mycobacterium_sp_e3339_gca_001666915	nonvertebrates
mycobacterium_sp_e342_gca_001667665	nonvertebrates
mycobacterium_sp_e740_gca_001672895	nonvertebrates
mycobacterium_sp_e787_gca_001668725	nonvertebrates
mycobacterium_sp_e796_gca_001672815	nonvertebrates
mycobacterium_sp_e802_gca_001666875	nonvertebrates
mycobacterium_sp_env421_gca_002887815	nonvertebrates
mycobacterium_sp_epa45_gca_001021385	nonvertebrates
mycobacterium_sp_epg1_gca_002946335	nonvertebrates
mycobacterium_sp_ga_1199_gca_001500045	nonvertebrates
mycobacterium_sp_ga_1285_gca_001499905	nonvertebrates
mycobacterium_sp_ga_1841_gca_001954135	nonvertebrates
mycobacterium_sp_ga_1999_gca_001500145	nonvertebrates
mycobacterium_sp_ga_2829_gca_001499965	nonvertebrates
mycobacterium_sp_iec1808_gca_002101935	nonvertebrates
mycobacterium_sp_is_1496_gca_001499995	nonvertebrates
mycobacterium_sp_is_1590_gca_001500025	nonvertebrates
mycobacterium_sp_is_1742_gca_001500125	nonvertebrates
mycobacterium_sp_is_2888_gca_001954215	nonvertebrates
mycobacterium_sp_is_3022_gca_001500065	nonvertebrates
mycobacterium_sp_itm_2016_00316_gca_002968335	nonvertebrates
mycobacterium_sp_itm_2016_00318_gca_002968285	nonvertebrates
mycobacterium_sp_js623_gca_000328565	nonvertebrates
mycobacterium_sp_kms_gca_000015405	nonvertebrates
mycobacterium_sp_mac_080597_8934_gca_000523975	nonvertebrates
mycobacterium_sp_mfm001_gca_003402475	nonvertebrates
mycobacterium_sp_mott36y_gca_000262165	nonvertebrates
mycobacterium_sp_ms1601_gca_001984215	nonvertebrates
mycobacterium_sp_naz190054_gca_001545925	nonvertebrates
mycobacterium_sp_ok889_gca_004363795	nonvertebrates
mycobacterium_sp_qia_37_gca_001611855	nonvertebrates
mycobacterium_sp_root135_gca_001426545	nonvertebrates
mycobacterium_sp_root265_gca_001428895	nonvertebrates
mycobacterium_sp_shizuoka_1_gca_002723835	nonvertebrates
mycobacterium_sp_soil538_gca_001428285	nonvertebrates
mycobacterium_sp_sp_6446_gca_001954045	nonvertebrates
mycobacterium_sp_st_f2_gca_001905655	nonvertebrates
mycobacterium_sp_swh_m1_gca_001905565	nonvertebrates
mycobacterium_sp_swh_m3_gca_001907615	nonvertebrates
mycobacterium_sp_swh_m5_gca_001905305	nonvertebrates
mycobacterium_sp_tkk_01_0059_gca_000709305	nonvertebrates
