species	group
clostridium_sp_cag_508_gca_000435755	nonvertebrates
clostridium_sp_cag_510_gca_000434615	nonvertebrates
clostridium_sp_cag_557_gca_000435275	nonvertebrates
clostridium_sp_cag_567_gca_000437855	nonvertebrates
clostridium_sp_cag_571_gca_000434015	nonvertebrates
clostridium_sp_cag_58_gca_000435795	nonvertebrates
clostridium_sp_cag_590_gca_000431135	nonvertebrates
clostridium_sp_cag_62_40_43_gca_001916225	nonvertebrates
clostridium_sp_cag_62_gca_000436175	nonvertebrates
clostridium_sp_cag_632_gca_000431515	nonvertebrates
clostridium_sp_cag_678_gca_000431535	nonvertebrates
clostridium_sp_cag_75_gca_000432555	nonvertebrates
clostridium_sp_cag_780_gca_000434195	nonvertebrates
clostridium_sp_cag_793_gca_000433915	nonvertebrates
clostridium_sp_cag_798_gca_000435375	nonvertebrates
clostridium_sp_cag_7_gca_000431375	nonvertebrates
clostridium_sp_cag_81_gca_000431995	nonvertebrates
clostridium_sp_cag_964_gca_000435335	nonvertebrates
clostridium_sp_chh4_2_gca_002899675	nonvertebrates
clostridium_sp_ct7_gca_002796935	nonvertebrates
clostridium_sp_d5_gca_000190355	nonvertebrates
clostridium_sp_dl_viii_gca_000230835	nonvertebrates
clostridium_sp_dsm_4029_gca_900129515	nonvertebrates
clostridium_sp_dsm_8431_gca_900116755	nonvertebrates
clostridium_sp_fs41_gca_000954015	nonvertebrates
clostridium_sp_hgf2_gca_000183585	nonvertebrates
clostridium_sp_hmb25_gca_002814175	nonvertebrates
clostridium_sp_hmp27_gca_000765165	nonvertebrates
clostridium_sp_hmsc19a10_gca_001815925	nonvertebrates
clostridium_sp_hmsc19b10_gca_001806565	nonvertebrates
clostridium_sp_ibun125c_gca_000968265	nonvertebrates
clostridium_sp_ibun13a_gca_000968315	nonvertebrates
clostridium_sp_ibun22a_gca_000968245	nonvertebrates
clostridium_sp_jn_9_gca_004103695	nonvertebrates
clostridium_sp_k25_gca_000724285	nonvertebrates
clostridium_sp_l2_50_gca_000154245	nonvertebrates
clostridium_sp_l74_gca_001276215	nonvertebrates
clostridium_sp_m62_1_gca_000159055	nonvertebrates
clostridium_sp_maddingley_mbc34_26_gca_000309845	nonvertebrates
clostridium_sp_md294_gca_000364165	nonvertebrates
clostridium_sp_mf28_gca_002969175	nonvertebrates
clostridium_sp_mste9_gca_000277625	nonvertebrates
clostridium_sp_n3c_gca_900095445	nonvertebrates
clostridium_sp_ncr_gca_000764005	nonvertebrates
clostridium_sp_nj4_gca_003014985	nonvertebrates
clostridium_sp_of03_18aa_gca_003478035	nonvertebrates
clostridium_sp_of09_10_gca_003482245	nonvertebrates
clostridium_sp_of10_22xd_gca_003481895	nonvertebrates
clostridium_sp_of13_4_gca_003481885	nonvertebrates
clostridium_sp_om02_18ac_gca_003481825	nonvertebrates
clostridium_sp_om04_12aa_gca_003481765	nonvertebrates
clostridium_sp_om04_7_gca_003481685	nonvertebrates
clostridium_sp_om05_5bh_gca_003481505	nonvertebrates
clostridium_sp_om05_6bh_gca_003481635	nonvertebrates
clostridium_sp_om05_9_gca_003481465	nonvertebrates
clostridium_sp_om05_9bh_gca_003481445	nonvertebrates
clostridium_sp_om07_10ac_gca_003481395	nonvertebrates
clostridium_sp_om07_9ac_gca_003481585	nonvertebrates
clostridium_sp_om08_29_gca_003481335	nonvertebrates
clostridium_sp_ss2_1_gca_000154545	nonvertebrates
clostridium_sp_sy8519_gca_000270305	nonvertebrates
clostridium_sp_tf06_15ac_gca_003481165	nonvertebrates
clostridium_sp_tf08_15_gca_003481275	nonvertebrates
clostridium_sp_tf11_13ac_gca_003481065	nonvertebrates
clostridium_sp_tm06_18_gca_003481015	nonvertebrates
clostridium_sp_usba_49_gca_900167505	nonvertebrates
clostridium_sp_w14a_gca_001695555	nonvertebrates
clostridium_sporogenes_atcc_15579_gca_000155085	nonvertebrates
clostridium_sporogenes_gca_001444585	nonvertebrates
clostridium_sporogenes_gca_001444695	nonvertebrates
clostridium_sporogenes_gca_900461095	nonvertebrates
clostridium_sporogenes_gca_900461305	nonvertebrates
clostridium_sulfidigenes_gca_000732635	nonvertebrates
clostridium_taeniosporum_gca_001735765	nonvertebrates
clostridium_tagluense_gca_003865095	nonvertebrates
clostridium_tepidiprofundi_dsm_19306_gca_001594005	nonvertebrates
clostridium_tepidum_gca_002008345	nonvertebrates
clostridium_tetani_e88_gca_000007625	nonvertebrates
clostridium_tetani_gca_004115495	nonvertebrates
clostridium_tetani_gca_004115665	nonvertebrates
clostridium_tetanomorphum_dsm_665_gca_000647895	nonvertebrates
clostridium_thermobutyricum_dsm_4928_gca_002050515	nonvertebrates
clostridium_thermobutyricum_gca_000371465	nonvertebrates
clostridium_thermopalmarium_dsm_5974_gca_002995795	nonvertebrates
clostridium_tyrobutyricum_divetgp_gca_000577845	nonvertebrates
clostridium_tyrobutyricum_gca_004924375	nonvertebrates
clostridium_uliginosum_gca_900112485	nonvertebrates
clostridium_vincentii_gca_002995745	nonvertebrates
cnuella_takakiae_gca_900129015	nonvertebrates
cnuibacter_physcomitrellae_gca_002096055	nonvertebrates
cobetia_marina_gca_005144735	nonvertebrates
cobetia_sp__gca_002714685	nonvertebrates
cobetia_sp_icg0124_gca_004006355	nonvertebrates
cobetia_sp_mm1ida2h_1_gca_002916775	nonvertebrates
cobetia_sp_ucd_24c_gca_001306765	nonvertebrates
cochleicola_gelatinilyticus_gca_001637325	nonvertebrates
cocleimonas_flava_gca_004339015	nonvertebrates
cognaticolwellia_beringensis_gca_002076895	nonvertebrates
cognatishimia_activa_gca_001458235	nonvertebrates
cognatishimia_maritima_gca_900129685	nonvertebrates
cognatiyoonia_koreensis_gca_900109295	nonvertebrates
cognatiyoonia_sediminum_gca_900129845	nonvertebrates
cohaesibacter_celericrescens_gca_002866925	nonvertebrates
cohaesibacter_gelatinilyticus_gca_900215605	nonvertebrates
cohaesibacter_marisflavi_gca_900115225	nonvertebrates
cohaesibacter_sp_es_047_gca_900215505	nonvertebrates
cohnella_abietis_gca_004295585	nonvertebrates
cohnella_endophytica_gca_003628305	nonvertebrates
cohnella_faecalis_gca_003570905	nonvertebrates
cohnella_fermenti_gca_004801405	nonvertebrates
cohnella_lupini_gca_003386205	nonvertebrates
cohnella_phaseoli_gca_003386235	nonvertebrates
cohnella_sp__gca_003388975	nonvertebrates
cohnella_sp_ar92_gca_003990975	nonvertebrates
cohnella_sp_cip_111063_gca_002237815	nonvertebrates
cohnella_sp_ov330_gca_900112065	nonvertebrates
coleofasciculus_chthonoplastes_pcc_7420_gca_000155555	nonvertebrates
collimonas_arenae_gca_000786695	nonvertebrates
collimonas_arenae_gca_001584205	nonvertebrates
collimonas_fungivorans_gca_001584145	nonvertebrates
collimonas_fungivorans_gca_003610095	nonvertebrates
collimonas_fungivorans_ter331_gca_000221045	nonvertebrates
collimonas_pratensis_gca_001584185	nonvertebrates
collimonas_pratensis_gca_001584225	nonvertebrates
collimonas_sp_ok242_gca_900107095	nonvertebrates
collimonas_sp_ok307_gca_900113705	nonvertebrates
collimonas_sp_ok412_gca_900112135	nonvertebrates
collimonas_sp_ok607_gca_900111995	nonvertebrates
collimonas_sp_pa_h2_gca_002564105	nonvertebrates
colwellia_chukchiensis_gca_900109795	nonvertebrates
colwellia_marinimaniae_gca_002207865	nonvertebrates
colwellia_ponticola_gca_005885605	nonvertebrates
colwellia_psychrerythraea_34h_gca_000012325	nonvertebrates
colwellia_psychrerythraea_gca_000764185	nonvertebrates
colwellia_psychrerythraea_gca_000764225	nonvertebrates
colwellia_psychrerythraea_gca_002163005	nonvertebrates
colwellia_sp_12g3_gca_002836775	nonvertebrates
colwellia_sp_39_35_sub15_t18_gca_002162675	nonvertebrates
colwellia_sp_75c3_gca_002836255	nonvertebrates
colwellia_sp__gca_002733765	nonvertebrates
colwellia_sp__gca_002734005	nonvertebrates
colwellia_sp__gca_003545415	nonvertebrates
colwellia_sp_arc7_635_gca_003971255	nonvertebrates
colwellia_sp_arc7_d_gca_003061515	nonvertebrates
colwellia_sp_bg11_28_gca_002836245	nonvertebrates
colwellia_sp_mt41_gca_001444365	nonvertebrates
colwellia_sp_pamc_20917_gca_001767295	nonvertebrates
colwellia_sp_pamc_21821_gca_002077175	nonvertebrates
colwellia_sp_rsh04_gca_003545765	nonvertebrates
comamonadaceae_bacterium_cg12_big_fil_rev_8_21_14_0_65_59_15_gca_002786915	nonvertebrates
comamonadaceae_bacterium_cg17_big_fil_post_rev_8_21_14_2_50_60_13_gca_002781645	nonvertebrates
comamonadaceae_bacterium_cg2_30_59_20_gca_001872845	nonvertebrates
comamonadaceae_bacterium_cg_4_9_14_0_8_um_filter_57_21_gca_002789135	nonvertebrates
comamonadaceae_bacterium_cg_4_9_14_0_8_um_filter_60_18_gca_002789155	nonvertebrates
comamonadaceae_bacterium_cg_4_9_14_3_um_filter_60_33_gca_002789915	nonvertebrates
comamonadaceae_bacterium_gca_003599455	nonvertebrates
comamonadaceae_bacterium_gca_004144845	nonvertebrates
comamonadaceae_bacterium_gca_004144865	nonvertebrates
comamonadaceae_bacterium_gca_004172925	nonvertebrates
comamonadaceae_bacterium_oh2310_cot_174_gca_003859875	nonvertebrates
comamonadaceae_bacterium_oh2545_cot_014_gca_003859965	nonvertebrates
comamonadaceae_bacterium_oh3737_cot_264_gca_003859895	nonvertebrates
comamonadaceae_bacterium_pbbc1_gca_002256145	nonvertebrates
comamonadaceae_bacterium_pbbc2_gca_002255935	nonvertebrates
comamonadaceae_bacterium_scn_68_20_gca_001725235	nonvertebrates
comamonas_aquatica_da1877_gca_000590985	nonvertebrates
comamonas_aquatica_gca_000935165	nonvertebrates
comamonas_kerstersii_gca_001482805	nonvertebrates
comamonas_kerstersii_gca_002056725	nonvertebrates
comamonas_serinivorans_gca_002158865	nonvertebrates
comamonas_sp_26_gca_002754475	nonvertebrates
comamonas_sp_ag1104_gca_003350425	nonvertebrates
comamonas_sp_bigb0124_gca_003752175	nonvertebrates
comamonas_sp_e6_gca_001010305	nonvertebrates
comamonas_sp_jnw_gca_003105075	nonvertebrates
comamonas_sp_jub58_gca_004364775	nonvertebrates
comamonas_sp_scn_65_56_gca_001724135	nonvertebrates
comamonas_sp_scn_67_35_gca_001725255	nonvertebrates
comamonas_terrigena_gca_002554425	nonvertebrates
comamonas_testosteroni_cnb_2_gca_000093145	nonvertebrates
comamonas_testosteroni_gca_000761245	nonvertebrates
comamonas_testosteroni_gca_001266835	nonvertebrates
comamonas_testosteroni_gca_002157685	nonvertebrates
comamonas_testosteroni_gca_003569915	nonvertebrates
comamonas_testosteroni_kf_1_gca_000168855	nonvertebrates
comamonas_testosteroni_tk102_gca_000739375	nonvertebrates
comamonas_thiooxydans_gca_000761255	nonvertebrates
comamonas_thiooxydans_gca_000761335	nonvertebrates
comamonas_thiooxydans_gca_000761395	nonvertebrates
comamonas_thiooxydans_gca_001517325	nonvertebrates
comamonas_thiooxydans_gca_001640845	nonvertebrates
commensalibacter_intestini_a911_gca_000231445	nonvertebrates
commensalibacter_intestini_gca_002153535	nonvertebrates
commensalibacter_sp_esl0284_gca_003202795	nonvertebrates
commensalibacter_sp_mx01_gca_000527695	nonvertebrates
companilactobacillus_alimentarius_dsm_20249_gca_002849895	nonvertebrates
companilactobacillus_allii_gca_001971585	nonvertebrates
companilactobacillus_bobalius_dsm_19674_gca_001434855	nonvertebrates
companilactobacillus_crustorum_gca_001951175	nonvertebrates
companilactobacillus_farciminis_gca_001046795	nonvertebrates
companilactobacillus_farciminis_gca_001188635	nonvertebrates
companilactobacillus_farciminis_gca_004354695	nonvertebrates
companilactobacillus_futsaii_gca_006007945	nonvertebrates
companilactobacillus_futsaii_jcm_17355_gca_001435505	nonvertebrates
companilactobacillus_ginsenosidimutans_gca_001050475	nonvertebrates
companilactobacillus_heilongjiangensis_gca_000831645	nonvertebrates
companilactobacillus_kimchiensis_gca_001438805	nonvertebrates
companilactobacillus_kimchii_dsm_13961_jcm_10707_gca_001435445	nonvertebrates
companilactobacillus_mindensis_dsm_14500_gca_001434275	nonvertebrates
companilactobacillus_nantensis_dsm_16982_gca_001435815	nonvertebrates
companilactobacillus_nodensis_dsm_19682_jcm_14932_nbrc_107160_gca_001435555	nonvertebrates
companilactobacillus_nuruki_gca_002872255	nonvertebrates
companilactobacillus_paralimentarius_dsm_13238_jcm_10415_gca_001434985	nonvertebrates
companilactobacillus_tucceti_dsm_20183_gca_001434665	nonvertebrates
companilactobacillus_versmoldensis_dsm_14857_kctc_3814_gca_001434295	nonvertebrates
companilactobacillus_zhachilii_gca_003606365	nonvertebrates
compostimonas_suwonensis_gca_002797855	nonvertebrates
conchiformibius_steedae_gca_003860055	nonvertebrates
conexibacter_woesei_dsm_14684_gca_000025265	nonvertebrates
confluentibacter_flavum_gca_002843175	nonvertebrates
congregibacter_litoralis_kt71_gca_000153125	nonvertebrates
conservatibacter_flavescens_gca_002795425	nonvertebrates
consotaella_salsifontis_gca_900167365	nonvertebrates
convivina_intestini_gca_003096575	nonvertebrates
coprobacillus_cateniformis_gca_000186525	nonvertebrates
coprobacillus_sp_3_3_56faa_gca_000239735	nonvertebrates
coprobacillus_sp_8_1_38faa_gca_001078315	nonvertebrates
coprobacillus_sp_8_2_54bfaa_gca_000244855	nonvertebrates
coprobacillus_sp_af13_4lb_gca_003479545	nonvertebrates
coprobacillus_sp_af15_30_gca_003479485	nonvertebrates
coprobacillus_sp_af16_47_gca_003461495	nonvertebrates
coprobacillus_sp_af17_11ac_gca_003461425	nonvertebrates
coprobacillus_sp_af27_24bh_gca_003460865	nonvertebrates
coprobacillus_sp_af31_1bh_gca_003477965	nonvertebrates
coprobacillus_sp_af33_1ac_gca_003475785	nonvertebrates
coprobacillus_sp_af34_1bh_gca_003477825	nonvertebrates
coprobacillus_sp_af36_10bh_gca_003460515	nonvertebrates
coprobacillus_sp_am17_34_gca_003473595	nonvertebrates
coprobacillus_sp_am18_4lb_d2_gca_003471485	nonvertebrates
coprobacillus_sp_am28_15lb_gca_003480675	nonvertebrates
coprobacillus_sp_am29_13_gca_003480585	nonvertebrates
coprobacillus_sp_cag_235_29_27_gca_001916255	nonvertebrates
coprobacillus_sp_cag_235_gca_000432795	nonvertebrates
coprobacillus_sp_of03_2aa_gca_003478025	nonvertebrates
coprobacter_fastidiosus_nsb1_gca_003634345	nonvertebrates
coprobacter_secundus_gca_000803105	nonvertebrates
coprobacter_sp__gca_003150885	nonvertebrates
coprococcus_catus_gca_003433855	nonvertebrates
coprococcus_catus_gca_003434235	nonvertebrates
coprococcus_catus_gd_7_gca_000210555	nonvertebrates
coprococcus_comes_atcc_27758_gca_000155875	nonvertebrates
coprococcus_comes_cag_19_gca_000436715	nonvertebrates
coprococcus_comes_gca_001404595	nonvertebrates
coprococcus_comes_gca_001404815	nonvertebrates
coprococcus_comes_gca_001405795	nonvertebrates
coprococcus_comes_gca_001406395	nonvertebrates
coprococcus_comes_gca_003436145	nonvertebrates
coprococcus_comes_gca_003460315	nonvertebrates
coprococcus_comes_gca_003462725	nonvertebrates
coprococcus_comes_gca_003470335	nonvertebrates
coprococcus_comes_gca_003471185	nonvertebrates
coprococcus_eutactus_atcc_27759_gca_000154425	nonvertebrates
coprococcus_eutactus_cag_665_gca_000433295	nonvertebrates
coprococcus_eutactus_gca_001404315	nonvertebrates
coprococcus_eutactus_gca_001406175	nonvertebrates
coprococcus_sp__gca_003476145	nonvertebrates
coprococcus_sp_af16_5_gca_003479365	nonvertebrates
coprococcus_sp_af21_14lb_gca_003458885	nonvertebrates
coprococcus_sp_af27_8_gca_003602905	nonvertebrates
coprococcus_sp_af38_1_gca_003603945	nonvertebrates
coprococcus_sp_am25_4lb_gca_003603645	nonvertebrates
coprococcus_sp_am27_12lb_gca_003603755	nonvertebrates
coprococcus_sp_cag_782_gca_000433075	nonvertebrates
coprococcus_sp_hpp0048_gca_000411355	nonvertebrates
coprococcus_sp_hpp0074_gca_000411335	nonvertebrates
coprococcus_sp_om04_5bh_gca_003482105	nonvertebrates
coprococcus_sp_om06_34ac_gca_003462545	nonvertebrates
coprothermobacter_proteolyticus_dsm_5265_gca_000020945	nonvertebrates
coraliomargarita_akajimensis_dsm_45221_gca_000025905	nonvertebrates
coraliomargarita_sinensis_gca_003185655	nonvertebrates
coraliomargarita_sp__gca_002699365	nonvertebrates
coraliomargarita_sp_tmed73_gca_002170475	nonvertebrates
corallincola_holothuriorum_gca_003336225	nonvertebrates
corallococcus_aberystwythensis_gca_003612165	nonvertebrates
corallococcus_carmarthensis_gca_003611695	nonvertebrates
corallococcus_coralloides_dsm_2259_gca_000255295	nonvertebrates
corallococcus_coralloides_gca_004104415	nonvertebrates
corallococcus_exercitus_gca_003611585	nonvertebrates
corallococcus_exiguus_gca_006376655	nonvertebrates
corallococcus_interemptor_gca_003668875	nonvertebrates
corallococcus_llansteffanensis_gca_003612055	nonvertebrates
corallococcus_macrosporus_dsm_14697_gca_002305895	nonvertebrates
corallococcus_macrosporus_gca_000219105	nonvertebrates
corallococcus_sicarius_gca_003611735	nonvertebrates
corallococcus_sp_ab011p_gca_003611605	nonvertebrates
corallococcus_sp_ab030_gca_003668965	nonvertebrates
corallococcus_sp_ab032c_gca_003668935	nonvertebrates
corallococcus_sp_ab038b_gca_003668955	nonvertebrates
corallococcus_sp_ab050b_gca_003612135	nonvertebrates
corallococcus_sp_ca047b_gca_003612065	nonvertebrates
corallococcus_sp_ca049b_gca_003611685	nonvertebrates
corallococcus_sp_ca053c_gca_003611675	nonvertebrates
corallococcus_sp_ca054b_gca_003611625	nonvertebrates
corallococcus_sp_h22c18031201_gca_003600865	nonvertebrates
corallococcus_terminator_gca_003611635	nonvertebrates
coriobacteriaceae_bacterium_gca_004793665	nonvertebrates
coriobacteriaceae_bacterium_gca_004793925	nonvertebrates
corticibacter_populi_gca_003703815	nonvertebrates
corynebacterium_accolens_atcc_49725_gca_000159115	nonvertebrates
corynebacterium_accolens_atcc_49726_gca_000146485	nonvertebrates
corynebacterium_accolens_gca_002351405	nonvertebrates
corynebacterium_afermentans_gca_900156035	nonvertebrates
corynebacterium_alimapuense_gca_003716585	nonvertebrates
corynebacterium_ammoniagenes_dsm_20306_gca_000164115	nonvertebrates
corynebacterium_amycolatum_gca_001975925	nonvertebrates
corynebacterium_amycolatum_gca_002861405	nonvertebrates
corynebacterium_amycolatum_gca_900461385	nonvertebrates
corynebacterium_amycolatum_sk46_gca_000173655	nonvertebrates
corynebacterium_appendicis_cip_107643_gca_900156665	nonvertebrates
corynebacterium_aquilae_dsm_44791_gca_001941445	nonvertebrates
corynebacterium_argentoratense_dsm_44202_gca_000590555	nonvertebrates
corynebacterium_aurimucosum_atcc_700975_gca_000022905	nonvertebrates
corynebacterium_aurimucosum_gca_002861385	nonvertebrates
corynebacterium_aurimucosum_gca_002871735	nonvertebrates
corynebacterium_bovis_gca_003932215	nonvertebrates
corynebacterium_bovis_gca_003932385	nonvertebrates
corynebacterium_bovis_gca_003932475	nonvertebrates
corynebacterium_callunae_dsm_20147_gca_000344785	nonvertebrates
corynebacterium_camporealensis_gca_000766885	nonvertebrates
corynebacterium_camporealensis_gca_000980815	nonvertebrates
corynebacterium_casei_lmg_s_19264_gca_000550785	nonvertebrates
corynebacterium_casei_ucma_3821_gca_000234765	nonvertebrates
corynebacterium_choanae_gca_003813965	nonvertebrates
